,SentimentText
6081, rain rain rain!!!!!!!! looks like a weekend indoor; God forbid I might even have to invent some housework :'(
6082, rawr finals.
6083, rb@annapurna: &quot;mooorning blip crew! @jakite @tubilino @Looney @rodrigolab @theclockworkbox @zephyrlily....&quot; â« http://blip.fm/~8b6gj
6084, re: Rafeal Nadal pulling out of Wimbleton.
6085,- Reading FMLs! 
6086, really sad about air France flight. My heart goes out to their friends &amp; family. Can't believe it just disappeared...creepy :/
6087, really upset
6088, really? ok i'll wait to read it!!!
6089, recess!!!
6090, redheads always win. Lol.
6091, reece your a dog!
6092, reeeeally needs someone to talk to 
6093,- Refrigerator went out  Have the kids carrying bags of food 2 the neighbor's house. Hoping these 3 gallons of milk aren't already bad!
6094," rejection is no fun, no fun at all. really thought i had it this time as well..."
6095, remembered something while reading. &quot;shut up and hug or I'll hit you both with a tennis racket.&quot; good times. I miss it sometimes.
6096," ReTweet @NBC17 #Durham, #NC - Neighborhood Dinosaur Decapitated http://snurl.com/j827u [plz retweet]"
6097, riding horses
6098, right back at ya @DaRealSebastian
6099," Right, Robin Hood me thinks, then bed."
6100, RIM aims to cross categories with BlackBerry Tour (Reuters) #Geek #WebTech #News http://tinyurl.com/mjpjtx
6101, RIP Allan King. Canada's film landscape is a lot flatter today. http://bit.ly/Od4IY
6102, RIP Farrah. May your hairstyle live forever. &lt;3
6103, rip shirt.
6104, rite aid
6105, Roobbb!! Please come home!! 
6106, rosales is cool
6107, rt @raffertie: please don't buy the version of Stomping Grounds VIP that has come out. mastering has been screwed up. trying to sort it
6108,- rubbish weather and my phone still hasn't come... 
6109," running out of pulse, but it was a funn call!!!"
6110, Run's family makes me happy. Thats a frown because it expresses my emotion better.
6111, SA what the hell?
6112, sad about stupid stuff
6113, sad because MTV music awards isn't being aired in this country..so now i'm uber sad tonight
6114, sad face !
6115, sad face i miss my girl friend already.... i miss u hubby mwuah.....
6116, sad face today. No stone temple pilots tix for me.
6117, sad face..I didn't catch the bouquet..but at least I got tipsy ;) happy face!!
6118, sad faces! It looked like someone died!
6119, sad miles didn't win that oneee
6120, sad times at the mo but im a strong lil lady and i will get through it 
6121," sad to work tonight - BUT happy i did 30 min of Wii, made some earrings AND 30 min of yoga!  now, to fini... - http://bkite.com/08fjW"
6122,#inaperfectworld i wudnt hav to choose i cud ha it all ways baby 
6123,#inaperfectworld i'd be going to the jb's tour kickoff concert tomorrow 
6124,#inaperfectworld i'd go to bed before midnight 
6125,#inaperfectworld i'd understand the reason why people act and react to so many things...and wished that they didn't.   bed time. take two.
6126,#inaperfectworld muh bunny wabbit wouldn't have been eaten by another animal 
6127,"#inaperfectworld my blog wont exist, Idle Random whatever thoughts   http://bit.ly/MEr5S"
6128,#inaperfectworld my car would need no petrol(gas) and I wouldn't drive an hour to work  wait! I wouldn't work just make art all day...
6129,#inaperfectworld my husband wouldn't have Type I diabetes   (and would grow his goatee back but that's another story)
6130,#inaperfectworld N0 0NE W0UlD HAVE b.0.  [EEEEk!!!]
6131,#inaperfectworld niggaz wuldnt act lyk bitchs...sorry 
6132,#inaperfectworld there will be no sadness &amp; desperation 
6133,#inaperfectworld there would be no twitter-whores and I would apparently not exist. 
6134,#inaperfectworld things would just go the right way for him. For the record I wouldn't treat him like this ever! Guys cry too! 
6135,"#inaperfectworld, I would have an iPhone already "
6136,"#inaperfectworld, I'd be studying Astrophysics. "
6137,#InappropriateMovies Who's Afraid of Virgin Woolf 
6138,#Indiavotes09 loved Sameer Arora's line.. &quot;not seeing Karat on TV is itself worth 500 points for the markets&quot;!! 
6139,#ineedafade if you've lost an article of clothing in my room and u still can't find it. 
6140,#inever had sex w | 2 bitches at once.... ok im lying phaha. i love females 
6141,#inmyhead *I want to blow this house up* k! good nite 
6142,#internationalmusicday we need your help so come sign the petition http://www.vanmusic.ca/musicday we will all benefit  
6143,"#iPhone #OS3 download was no probleme, but activation server is not available "
6144,"#iphone #OS3 upgrade not so seamless...iTunes upgrade first,slow &amp; cumbersome initially followed by SIM errors and crashing iTunes "
6145,"#iphone #spotify I'm now able to run spotify on my iPhone, through a remote desktop session to my pc using Jaadu RDP. It works "
6146,"#iPhone 3.0 update seems nifty, but I still can't get it to recognise my Motorola S9 bluetooth headphones! "
6147,"#iPhone 3.0. I want to upgrade, but I need to wait for unlock.  "
6148,#iPhone has suddenly lost all contacts. I am using #Mobileme could that be an issue where it is down? This will at not be cool if all day 
6149,"#iPhone I want one  Internet everywhere and anywhere, ahhh!"
6150,#iphone seems nuevasync is no longer working   But Google Sync is.... thanks for the help google!
6151,#iphone3 In App Purchases: can only be downloaded ONCE and not transferable between devices. aw.  #apple #fail
6152,"#iphone3gs #iphone mine just got a tracking number and has left from SHENZHEN,CN "
6153,#ipl Out. Damn Jayawardene You Suck Big Time. U dont know how to play Cricket. U got Yuvraj Out. 
6154,#ipv6summit - yes Windows OS has &quot;power shell&quot;!! weeeee - how useless 
6155,#iran @jackieripper is this neda on facebook? http://twitpic.com/7zk3k &lt;/3 
6156, sad. lonely. desperated. i hope you feel better now ! I'll always wait for you.  I know we can meet again someday.
6157, sad... but in love
6158, saddness let me no if i can
6159, SAT's in the mornin. fun night. lol shannon. can you say orajel????   &quot;so this is what lip injections would feel like!&quot;
6160, say it ain't so #trackle say it ain't so!
6161, say some tehilim.
6162, school...those ants are still by the window...wtf...
6163,"=- Schoooool, this sucks !i miss him"
6164, scrubs made me start to cry
6165, see yas later mommy :p
6166, seeing all the happy drunk girls on penn! Being ridiculous! Not us  sober!
6167, seems a few ppl r down today including myself :S I should try get happier
6168," seller flaked on a camera, have to wait until next week"
6169, seriously why isnt #KEVINJONAS in the trending topics yet  it really should be! #KEVINJONAS #KEVINJONAS #KEVINJONAS #KEVINJONAS #KJ #KJ
6170, She's gone for 2 1/2 months.
6171, she's gone.
6172, She's leaving me.... I know it.
6173," she's leaving on a jetplane, don't know whe she'll be back again"
6174, She's offline on The Forum.
6175, shewww..
6176, shit morning!
6177," shit, being happy shouldn't be this complex."
6178, shoulders are burnt haha.
6179, Shower.Park.Call Me.I'll Stay There For A Few Hours Maybe.Bye &lt;3
6180, sick of feeling like this
6181, sick. Might have swine flu- noooo! Prob going to docs tomorrow.
6182, sick... And now i dont live at home so nobodys taking care of me  need medicine...
6183, sierra's gon' be super-sierra and invade my brother's hideout in graffiti town to go interrogate him. goodbye twitter. &lt;3
6184, signing back on jacob's myspace! xD got bored! ahaha. annies 'ex' boyfriend.
6185, simba &amp;&amp; nala ] - hahah so yea he is my NOVIO .
6186, sitting at home
6187,"- sitting on a plane... en route to MIA and then on to SJO. Nap time!  in Carolina, PR http://loopt.us/iRL3ZQ.t"
6188, skool holidays are over and skool sux but we do have a cool new sports teacher lol he looks like the guy who does The Evolution of Dance
6189, skul sucked ass today! the class felt empty!!! 
6190, sleep time is now
6191,"- Sleep, homework all day :[ Text me cute things to wake up to tomorrow "
6192, SMILE - Rest WARRIORS OF The MIGHTY Yah ! http://bit.ly/Hrwao  well done 
6193, smiles from all of us #jtv http://justin.tv/g4tv_wiebecam
6194, Smiley Faces times a billion  That's how jevin makes me feel            
6195, so annoyed... needs some good tweets to come her way.. today was a bad day. ow
6196,"=- so boredd been inside all daÑ, Just mÑ luck for the weather to be Good when im ill     hopefullÑ im better tomorro.x3"
6197, so complicated!!!
6198, so excited for this weekend
6199, so far I dnt like what I'm hearing in this episode with jon and kate ; ugh sadd
6200, so happy it is found!!!!!!!!!!!
6201, so happy. going to the Blink/FOB/P!ATD show ))
6202, So he cried?
6203,- So I was watching Robot Chicken last night and @officialTila was out it. I lol'd. 
6204,"#IranElection - I don't wanna see this happen in my country.  If you're STILL not aware of what's happening, WTH is wrong with you."
6205,#IranElection  Khamenei is so full of crap  Freedom of speech my ass.....
6206,#iranelection  please send respectful requests re scheduled maintenance to support@twitter.com   BE NICE!  TY  
6207,#IranElection beat #iRemember 
6208,#iranElection I cant find how to change my time - Iran/Tehran does not sppear to be an option for me  lol http://tinyurl.com/mhk8zt
6209,#iranelection i fear persiankiwi is 'gone' into the fog.  his last post was 10 hours ago 
6210,#Iranelection I feel for the people there but all this effort and loss of life just to put a very slightly different man in charge... 
6211,#IranElection iPhone AT&amp;T Goodnight OS 3 MMS Conan Tehran Mousavi Twugs ... nothing i can comment on or talk about 
6212,#iranelection makes me sad  see i do gotta heart!
6213,#Iranelection Obama &quot;Deeply Troubled&quot;  By Iran Situation. Deeply troubled is a term I use for sore throat not cancer! http://bit.ly/11DmcE
6214,#iranelection Recount real time update: 217% to A'nejad and counting! 
6215,"#IranElection Things are going as I expected. I was hoping for a peaceful resolution, but I'm a cynic, so I knew better. "
6216,#IranElection Voice from Iran: Shame on a country in which foreign embassies are safer than hospitals 
6217,#IranElection VOTE FOR ME BY FOLLOWING ME  FOLLOW ME FOLLOW ME FOLLOW ME TIGER
6218,#IranElection VOTE FOR ME BY FOLLOWING ME  FOLLOW ME FOLLOW ME FOLLOW ME#IranElection VOTE FOR ME BY FOLLOWING ME  FOLLOW ME
6219,#ireallyreallyhatemyhayfever! 
6220,#iremember  when I was sitting on the porch Crying When Tupac Died 
6221,#iremember (cont.) turned around n beat the brakes off that ho. Good Times! Haven't been in a fight since.  Wht can i say? Ppl love me!
6222,#iremember .. when i was so bored using twitter  its dying down on me ..
6223,#Iremember a time when there was only one case of swine flu in the Philippines. Now we have almost 200. 
6224,"#iremember clackers, nearly broke my hand "
6225,#iremember Dunk-a-roo's...miss those. 
6226,#iremember feeling so alive whenever u'd give me that high  --are u srsly ready to give it all up? 
6227,#iremember FOLLOW ME 
6228,#iremember gettin my 1st piece of pussy man I came fast as a bitch..... like 3 seconds in 
6229,"#iremember getting my first guitar when i was 6. I took that thing for granted until i woke up one morning, and it got all broken "
6230,"#iremember having zero followers yesterday, and now it's 51  Follow me? Thanks!"
6231,#iremember I couldn't wait to graduate from HS and turn 18 and now that I have I wish could turn back in time. 
6232,#iremember Jenn and I's 1st daughter &quot;Tova&quot; 
6233,#iremember learning the Big Mac song long before the Oscar Meyer song. Bologna was so hard to spell. 
6234,#iremember meeting you for the first time... 
6235,#iremember mork and mindy 
6236,#iremember my fav song  lol
6237,#IRemember My First Real Boyfriend...Well My First Period!  Alan Bryd! Awwwwwwwwwwwwwww 
6238,#iremember my mom never being there on christmas morning 
6239,#delongeday is getting shorter from the top! only a little more to goooo 
6240,#DesignTalk : photography job commenced. it was hot outside   anyone want to come over and watch.. http://tr.im/mTZl
6241,#Dhoni effigy burnt in Ranchi ...http://tinyurl.com/nnkmfb... yet another example of how farcical Indian Cricket fans are 
6242,#dirtysecret about P&amp;S cameras: small sensor (1/5 size found in DSLR) + mega pixels (in excess of 6-8mp) == NOISY pixels even @ iso 100! 
6243,#Dogma is on tonight and I'm not gonna miss it this time. (Famous last words) 
6244,#dontfollowsunday @mileycyrus @ddlovato and any other disney children 
6245,#dontuhateitwhen i start twittering random lame ish.. LOL... just unfollow 
6246,#dontuhateitwhen ppl be lying on you &amp; act like they aint do it..smiling alll in ya face like..  &amp; im looking like :l
6247,#dontuhateitwhen they block @soBOMB for make more #1 Bubble Tweets  I almost deleted my account
6248,"#dontyouhate being the youngest in your family, and getting all the hand-me-downs? "
